,country,isonum,isocode,year,rank_heal,heal,Sadness,Sadness_year,Joy,Joy_year,healp,healp_year,cityheal,cityheal_year,tblnl,tblnl_year,Obesity,Obesity_year,mort,mort_year,meandiabetes,meandiabetes_year,leb,leb_year,dpt,dpt_year,imeas,imeas_year,impsan,impsan_year
1007,Portugal,620,PRT,2013,35,78.06871032714844,***,2013,***,2013,***,2013,***,2013,-0.10536051541566849,2013,18.4,2010,414.4,2013,9.041277885437012,2013,80.7219512195122,2013,98,2013,98,2013,99.6,2013
1008,Paraguay,600,PRY,2013,54,74.70365142822266,***,2013,***,2013,***,2013,***,2013,1.3350011110305786,2013,14.5,2010,548.6,2013,6.727982997894287,2013,72.79917073170732,2013,86,2013,92,2013,86.8,2013
1009,Qatar,634,QAT,2013,12,81.34581756591797,***,2012,***,2012,***,2012,***,2011,-0.9162907600402832,2012,38.1,2010,330.4,2012,12.53834342956543,2013,78.41848780487805,2013,99,2013,99,2013,98.0,2013
1010,Romania,642,ROU,2013,97,68.276123046875,***,2013,***,2013,***,2013,***,2013,1.4586150646209717,2012,20.2,2010,692.2,2012,8.207788467407227,2013,75.06341463414634,2013,92,2013,92,2013,78.6,2013
1011,Russia,643,RUS,2013,104,65.72694396972656,***,2013,***,2013,***,2013,***,2013,2.468099594116211,2011,22.2,2010,900.7,2011,9.018803596496582,2013,70.3658536585366,2013,97,2013,98,2013,72.2,2013
1012,Rwanda,646,RWA,2013,69,71.95109558105469,***,2013,***,2013,***,2013,***,2013,3.051372528076172,--,3.1,2010,653.1983032226562,--,2.745810031890869,2013,63.39482926829268,2013,99,2013,97,2013,60.0,2013
1013,Saudi Arabia,682,SAU,2013,42,76.3465805053711,***,2013,***,2013,***,2013,***,2013,1.3611987829208374,--,32.0,2010,608.8474731445312,--,13.694060325622559,2013,74.17763414634146,2013,98,2013,98,2013,100.0,2013
1014,Serbia,688,SCG,2013,81,70.20276641845703,***,2013,***,2013,***,2013,***,2013,-0.10536051541566849,2013,17.9,2010,682.7,2013,8.448478698730469,2013,75.18536585365854,2013,95,2013,92,2013,96.5,2013
1015,Sudan,729,SDN,2013,130,58.31791305541992,***,2012,***,2012,***,2012,***,2012,3.6338658332824707,--,6.3,2010,939.72509765625,--,6.476718425750732,2013,63.167048780487804,2013,93,2013,85,2013,23.6,2013
1016,Senegal,686,SEN,2013,112,63.41395568847656,***,2013,***,2013,***,2013,***,2013,3.2736589908599854,--,8.5,2010,904.3760986328125,--,5.008200645446777,2013,65.87875609756098,2013,92,2013,84,2013,46.6,2013
1017,Singapore,702,SGP,2013,2,83.94720458984375,***,2012,***,2012,***,2012,***,2012,-0.10536051541566849,2013,5.0,2010,345.5,2013,9.08969783782959,2013,82.24634146341465,2013,97,2013,95,2013,100.0,2013
1018,Sierra Leone,694,SLE,2013,139,54.49336624145508,***,2013,***,2013,***,2013,***,2013,3.0220229625701904,--,6.2,2010,865.103271484375,--,4.6193037033081055,2013,50.363121951219526,2013,92,2013,83,2013,13.0,2013
1019,El Salvador,222,SLV,2013,60,73.57051086425781,***,2013,***,2013,***,2013,***,2013,0.09531018137931824,2012,20.0,2010,564.5,2012,8.572648048400879,2013,72.49814634146341,2013,92,2013,94,2013,73.4,2013
1020,Suriname,740,SUR,2013,51,74.96846008300781,***,2012,***,2012,***,2012,***,2012,0.27148810029029846,--,23.4,2010,391.2315673828125,--,11.584877014160156,2013,70.99,2013,86,2013,93,2013,79.2,2013
1021,Slovakia,703,SVK,2013,44,75.7257308959961,***,2013,***,2013,***,2013,***,2013,-1.2039728164672852,2013,23.4,2010,597.7,2013,8.408482551574707,2013,76.41219512195123,2013,98,2013,98,2013,98.8,2013
1022,Slovenia,705,SVN,2013,33,78.18549346923828,***,2013,***,2013,***,2013,***,2013,-0.6931471824645996,2010,23.2,2010,456.1,2010,9.307000160217285,2013,80.3219512195122,2013,95,2013,94,2013,99.1,2013
1023,Sweden,752,SWE,2013,5,82.57691955566406,***,2013,***,2013,***,2013,***,2013,-1.6094379425048828,2013,18.8,2010,373.7,2013,6.853156089782715,2013,81.9560975609756,2013,98,2013,97,2013,99.3,2013
1024,Swaziland,748,SWZ,2013,106,64.1740493774414,***,2011,***,2011,***,2011,***,2011,0.9949878454208374,--,15.9,2010,700.3761596679688,--,6.440871238708496,2013,48.9379268292683,2013,98,2013,85,2013,57.5,2013
1025,Chad,148,TCD,2013,148,44.63304138183594,***,2013,***,2013,***,2013,***,2013,3.309664249420166,--,7.1,2010,1005.7600708007812,--,4.481128692626953,2013,51.19148780487805,2013,48,2013,59,2013,12.0,2013
1026,Togo,768,TGO,2013,145,52.43442153930664,***,2011,***,2011,***,2011,***,2011,3.0893828868865967,--,6.5,2010,786.2381591796875,--,4.781939506530762,2013,59.13236585365854,2013,84,2013,72,2013,11.6,2013
1027,Thailand,764,THA,2013,25,79.54914855957031,***,2013,***,2013,***,2013,***,2013,2.1580827236175537,--,6.7,2010,601.3,2006,9.355283737182617,2013,74.2469268292683,2013,99,2013,99,2013,93.1,2013
1028,Tajikistan,762,TJK,2013,92,68.80487823486328,***,2013,***,2013,***,2013,***,2013,2.8675270080566406,--,12.1,2010,1062.7039794921875,--,7.212298393249512,2013,69.40017073170732,2013,96,2013,92,2013,94.7,2013
1029,Trinidad and Tobago,780,TTO,2013,74,71.30994415283203,***,2013,***,2013,***,2013,***,2013,0.40546509623527527,2009,27.0,2010,721.5,2009,11.904566764831543,2013,70.30529268292685,2013,92,2013,91,2013,91.5,2013
1030,Tunisia,788,TUN,2013,71,71.80378723144531,***,2013,***,2013,***,2013,***,2013,1.4811031818389893,--,24.6,2010,564.8627319335938,--,11.743063926696777,2013,74.04390243902441,2013,98,2013,94,2013,90.9,2013
1031,Turkey,792,TUR,2013,50,75.0083236694336,***,2013,***,2013,***,2013,***,2013,-0.2231435477733612,2013,27.0,2010,490.0,2013,12.770401000976562,2013,74.90070731707317,2013,98,2013,98,2013,94.1,2013
1032,Tanzania,834,TZA,2013,127,58.922080993652344,***,2013,***,2013,***,2013,***,2013,4.126928806304932,--,5.6,2010,1201.012939453125,--,4.197253704071045,2013,64.29182926829269,2013,91,2013,99,2013,14.5,2013
1033,Uganda,800,UGA,2013,143,53.69952392578125,***,2013,***,2013,***,2013,***,2013,3.835239887237549,--,3.7,2010,1061.591064453125,--,2.7390222549438477,2013,57.76768292682927,2013,78,2013,82,2013,18.8,2013
1034,Ukraine,804,UKR,2013,111,63.53232192993164,***,2013,***,2013,***,2013,***,2013,2.525728702545166,2012,18.7,2010,853.4,2012,8.861400604248047,2013,71.15951219512196,2013,76,2013,79,2013,95.8,2013
1035,Uruguay,858,URY,2013,40,76.87435150146484,***,2013,***,2013,***,2013,***,2013,0.2623642683029175,2013,23.8,2010,556.1,2013,10.83554458618164,2013,76.83619512195123,2013,94,2013,96,2013,96.1,2013
1036,United States,840,USA,2013,31,78.96702575683594,***,2013,***,2013,***,2013,***,2013,-2.3025851249694824,2013,31.2,2010,471.2,2013,8.962722778320312,2013,78.84146341463415,2013,94,2013,91,2013,100.0,2013
1037,Venezuela,862,VEN,2013,68,72.51889038085938,***,2013,***,2013,***,2013,***,2013,0.9932518005371094,2012,23.3,2010,603.5,2012,8.633684158325195,2013,74.07441463414635,2013,82,2013,85,2013,94.4,2013
1038,Vietnam,704,VNM,2013,86,69.68315124511719,***,2013,***,2013,***,2013,***,2013,3.211698532104492,--,2.6,2010,835.511474609375,--,4.763028144836426,2013,75.477,2013,59,2013,98,2013,74.7,2013
1039,Yemen,887,YEM,2013,124,59.028987884521484,***,2013,***,2013,***,2013,***,2013,3.5672593116760254,--,15.7,2010,921.8889770507812,--,7.440975666046143,2013,63.58351219512196,2013,88,2013,78,2013,53.3,2012
1040,South Africa,710,ZAF,2013,129,58.39666748046875,***,2013,***,2013,***,2013,***,2013,4.4931206703186035,2013,24.1,2010,1085.3,2013,9.52609920501709,2013,56.736585365853664,2013,65,2013,66,2013,65.3,2013
1041,Zambia,894,ZMB,2013,121,59.546451568603516,***,2013,***,2013,***,2013,***,2013,3.341301918029785,--,7.1,2010,1109.586181640625,--,4.13170862197876,2013,59.23736585365854,2013,79,2013,80,2013,43.5,2013
1042,Zimbabwe,716,ZWE,2013,108,64.01055908203125,***,2013,***,2013,***,2013,***,2013,2.2861087322235107,--,9.7,2010,804.9846801757812,--,4.571265697479248,2013,55.63300000000001,2013,95,2013,93,2013,37.2,2013
1043,Afghanistan,4,AFG,2014,134,55.45793914794922,***,2014,***,2014,***,2014,***,2014,3.4859085083007812,--,2.9,2014,848.8392944335938,--,8.413436889648438,2014,60.37446341463415,2014,75,2014,66,2014,31.8,2014
1044,Angola,24,AGO,2014,130,58.025020599365234,***,2014,***,2014,***,2014,***,2014,2.9558451175689697,--,10.2,2014,885.0047607421875,--,5.621798515319824,2014,52.26687804878049,2014,80,2014,85,2014,51.1,2014
1045,Albania,8,ALB,2014,50,74.89400482177734,***,2014,***,2014,***,2014,***,2014,-2.3025851249694824,2009,17.6,2014,466.4,2009,8.253935813903809,2014,77.83046341463417,2014,98,2014,98,2014,93.2,2014
1046,United Arab Emirates,784,ARE,2014,26,79.25565338134766,***,2014,***,2014,***,2014,***,2014,0.2158738374710083,--,37.2,2014,486.3,2010,8.138589859008789,2014,77.36817073170734,2014,94,2014,94,2014,97.5,2014
1047,Argentina,32,ARG,2014,44,75.77283477783203,***,2014,***,2014,***,2014,***,2014,0.2623642683029175,2013,26.3,2014,578.2,2013,10.23886489868164,2014,76.15860975609758,2014,94,2014,95,2014,96.1,2014
1048,Armenia,51,ARM,2014,98,67.9202651977539,***,2014,***,2014,***,2014,***,2014,1.2809338569641113,2012,19.5,2014,698.7,2012,12.277193069458008,2014,74.67570731707318,2014,93,2014,97,2014,89.5,2014
1049,Australia,36,AUS,2014,17,80.69010925292969,***,2014,***,2014,***,2014,***,2014,-2.3025851249694824,2011,28.6,2014,353.6,2011,7.313232898712158,2014,82.25121951219514,2014,92,2014,93,2014,100.0,2014
1050,Austria,40,AUT,2014,23,79.3906478881836,***,2014,***,2014,***,2014,***,2014,-0.9162907600402832,2014,18.4,2014,386.3,2014,6.02756404876709,2014,81.33658536585367,2014,83,2014,76,2014,100.0,2014
1051,Azerbaijan,31,AZE,2014,82,70.22063446044922,***,2014,***,2014,***,2014,***,2014,1.2527629137039185,2007,22.5,2014,730.1,2007,11.564363479614258,2014,70.76321951219512,2014,94,2014,98,2014,87.9,2014
1052,Burundi,108,BDI,2014,111,63.099609375,***,2014,***,2014,***,2014,***,2014,3.787709951400757,--,2.6,2014,837.2401123046875,--,2.6430482864379883,2014,56.69202439024391,2014,95,2014,94,2014,48.0,2014
1053,Belgium,56,BEL,2014,9,81.39913177490234,***,2014,***,2014,***,2014,***,2014,-1.6094379425048828,2012,20.2,2014,431.0,2012,6.425913333892822,2014,80.58780487804879,2014,99,2014,96,2014,99.5,2014
1054,Benin,204,BEN,2014,145,51.94245147705078,***,2014,***,2014,***,2014,***,2014,3.3524653911590576,--,9.3,2014,930.47705078125,--,5.122642517089844,2014,59.510585365853665,2014,70,2014,63,2014,19.6,2014
1055,Burkina Faso,854,BFA,2014,117,61.12757873535156,***,2014,***,2014,***,2014,***,2014,3.2314321994781494,--,6.3,2014,634.3546142578125,--,4.191232681274414,2014,58.58846341463415,2014,91,2014,88,2014,19.4,2014
1056,Bangladesh,50,BGD,2014,100,67.30130004882812,***,2014,***,2014,***,2014,***,2014,4.169143199920654,--,3.6,2014,848.553466796875,--,7.995893478393555,2014,71.6259024390244,2014,95,2014,89,2014,59.6,2014
1057,Bulgaria,100,BGR,2014,88,69.13765716552734,***,2014,***,2014,***,2014,***,2014,0.40546509623527527,2012,23.2,2014,713.8,2012,10.351043701171875,2014,75.40731707317074,2014,88,2014,93,2014,86.0,2014
1058,Bahrain,48,BHR,2014,25,79.29521942138672,***,2014,***,2014,***,2014,***,2014,-0.2231435477733612,2013,35.1,2014,482.0,2013,8.46361255645752,2014,76.68326829268294,2014,99,2014,99,2014,99.2,2014
1059,Belarus,112,BLR,2014,84,69.74928283691406,***,2014,***,2014,***,2014,***,2014,1.808288812637329,2011,23.4,2014,889.1,2011,9.40146255493164,2014,72.97560975609758,2014,97,2014,99,2014,94.3,2014
1060,Belize,84,BLZ,2014,69,72.2098388671875,***,2014,***,2014,***,2014,***,2014,0.18934877216815948,--,22.5,2014,673.0816040039062,--,9.92205810546875,2014,70.07743902439024,2014,95,2014,95,2014,90.5,2014
1061,Bolivia,68,BOL,2014,103,65.66569519042969,***,2014,***,2014,***,2014,***,2014,2.313178777694702,--,17.1,2014,704.580810546875,--,6.607664108276367,2014,68.34400000000002,2014,94,2014,95,2014,50.2,2014
1062,Brazil,76,BRA,2014,74,71.5499496459961,***,2014,***,2014,***,2014,***,2014,0.9162907600402832,2013,20.0,2014,626.5,2013,8.092344284057617,2014,74.40187804878049,2014,93,2014,97,2014,82.7,2014
1063,Botswana,72,BWA,2014,91,68.71669006347656,***,2014,***,2014,***,2014,***,2014,0.18994678556919098,--,22.4,2014,543.6211547851562,--,6.00868558883667,2014,64.42924390243903,2014,95,2014,97,2014,63.3,2014
1064,Central African Republic,140,CAF,2014,147,47.55799865722656,***,2011,***,2011,***,2011,***,2011,3.444537401199341,--,5.1,2014,867.2015380859375,--,5.718629360198975,2014,50.657780487804885,2014,47,2014,49,2014,21.7,2014
1065,Canada,124,CAN,2014,13,81.05303955078125,***,2014,***,2014,***,2014,***,2014,-1.6094379425048828,2011,28.0,2014,370.5,2011,7.184491157531738,2014,81.95660975609758,2014,96,2014,95,2014,99.8,2014
1066,Switzerland,756,CHE,2014,3,84.02764892578125,***,2014,***,2014,***,2014,***,2014,-2.3025851249694824,2013,19.4,2014,340.6,2013,5.614832878112793,2014,82.84878048780489,2014,96,2014,93,2014,99.9,2014
1067,Chile,152,CHL,2014,47,75.37330627441406,***,2014,***,2014,***,2014,***,2014,0.7419373393058777,2013,27.8,2014,430.6,2013,11.338443756103516,2014,81.49619512195123,2014,92,2014,94,2014,99.0,2014
1068,China,156,CHN,2014,39,77.01803588867188,***,2014,***,2014,***,2014,***,2013,3.534611940383911,--,6.9,2014,662.8924560546875,--,9.41473388671875,2014,75.78226829268294,2014,99,2014,99,2014,75.4,2014
1069,Ivory Coast,384,CIV,2014,144,52.67853546142578,***,2014,***,2014,***,2014,***,2014,3.3572936058044434,--,9.2,2014,779.7310180664062,--,5.019221305847168,2014,51.559585365853664,2014,67,2014,63,2014,22.3,2014
1070,Cameroon,120,CMR,2014,123,59.275794982910156,***,2014,***,2014,***,2014,***,2014,3.2606611251831055,--,11.4,2014,861.0916748046875,--,4.667263984680176,2014,55.492756097560985,2014,87,2014,80,2014,45.6,2014
1071,Democratic Republic of Congo,180,COD,2014,136,54.64204406738281,***,2014,***,2014,***,2014,***,2014,5.4063873291015625,--,4.4,2014,1083.7415771484375,--,4.2881574630737305,2014,58.65919512195123,2014,80,2014,77,2014,28.3,2014
1072,Congo,178,COG,2014,138,53.95637130737305,***,2014,***,2014,***,2014,***,2014,2.68802809715271,--,11.0,2014,911.5003051757812,--,5.7046403884887695,2014,62.31114634146343,2014,90,2014,80,2014,14.9,2014
1073,Colombia,170,COL,2014,65,72.96733856201172,***,2014,***,2014,***,2014,***,2014,0.832909107208252,2012,21.0,2014,496.4,2012,8.027115821838379,2014,73.99314634146342,2014,90,2014,91,2014,81.1,2014
1074,Comoros,174,COM,2014,127,58.321170806884766,***,2012,***,2012,***,2012,***,2012,2.441258668899536,--,6.6,2014,921.6510009765625,--,5.860486030578613,2014,63.2568536585366,2014,80,2014,80,2014,35.8,2014
1075,Costa Rica,188,CRI,2014,32,77.96019744873047,***,2014,***,2014,***,2014,***,2014,-0.2231435477733612,2013,24.3,2014,391.0,2013,8.530683517456055,2014,79.40270731707318,2014,91,2014,95,2014,94.5,2014
1076,Cyprus,196,CYP,2014,41,76.80501556396484,***,2014,***,2014,***,2014,***,2014,-0.9162907600402832,2012,23.8,2014,386.4,2012,7.789697170257568,2014,80.13156097560976,2014,99,2014,86,2014,100.0,2014
1077,Czech Republic,203,CZE,2014,31,78.29850006103516,***,2014,***,2014,***,2014,***,2014,-0.9162907600402832,2013,26.8,2014,524.1,2013,9.648077011108398,2014,78.27560975609757,2014,99,2014,99,2014,99.1,2014
1078,Germany,276,DEU,2014,8,81.88676452636719,***,2014,***,2014,***,2014,***,2014,-1.6094379425048828,2013,20.1,2014,425.9,2013,7.397631645202637,2014,80.8439024390244,2014,96,2014,97,2014,99.2,2014
1079,Djibouti,262,DJI,2014,116,61.206626892089844,***,2011,***,2011,***,2011,***,2011,1.6067994832992554,--,9.6,2014,927.3478393554688,--,6.190742492675781,2014,62.01551219512196,2014,78,2014,71,2014,47.4,2014
1080,Denmark,208,DNK,2014,21,80.02488708496094,***,2014,***,2014,***,2014,***,2014,-1.6094379425048828,2012,19.3,2014,440.8,2012,6.101942539215088,2014,80.54878048780489,2014,94,2014,90,2014,99.6,2014
1081,Dominican Republic,214,DOM,2014,68,72.32627868652344,***,2014,***,2014,***,2014,***,2014,1.381137490272522,--,23.9,2014,535.6406860351562,--,9.241497039794922,2014,73.50002439024391,2014,91,2014,88,2014,83.6,2014
1082,Algeria,12,DZA,2014,53,74.16748809814453,***,2014,***,2014,***,2014,***,2014,2.1716015338897705,--,24.8,2014,611.7557373046875,--,10.483729362487793,2014,74.80809756097563,2014,95,2014,95,2014,87.4,2014
1083,Ecuador,218,ECU,2014,62,73.11461639404297,***,2014,***,2014,***,2014,***,2014,1.0647107362747192,2013,18.7,2014,453.8,2013,7.305079460144043,2014,75.87248780487805,2014,83,2014,85,2014,84.7,2014
1084,Egypt,818,EGY,2014,97,67.97370910644531,***,2014,***,2014,***,2014,***,2014,-1.2039728164672852,2013,28.9,2014,791.1,2013,16.19574737548828,2014,71.12170731707317,2014,94,2014,93,2014,94.7,2014
1085,Spain,724,ESP,2014,18,80.42900848388672,***,2014,***,2014,***,2014,***,2014,-1.2039728164672852,2013,23.7,2014,341.6,2013,9.431244850158691,2014,83.07804878048782,2014,97,2014,96,2014,99.9,2014
1086,Estonia,233,EST,2014,58,73.785400390625,***,2014,***,2014,***,2014,***,2014,0.5877866744995117,2012,22.6,2014,579.6,2012,9.316387176513672,2014,77.23902439024391,2014,93,2014,93,2014,97.2,2014
1087,Ethiopia,231,ETH,2014,131,57.53940963745117,***,2014,***,2014,***,2014,***,2014,4.672703266143799,--,4.0,2014,1103.157470703125,--,3.8106722831726074,2014,64.0350243902439,2014,77,2014,70,2014,26.8,2014
1088,Finland,246,FIN,2014,19,80.30921936035156,***,2014,***,2014,***,2014,***,2014,-1.6094379425048828,2013,20.6,2014,406.3,2013,7.731829643249512,2014,81.12926829268294,2014,98,2014,97,2014,97.6,2014
1089,France,250,FRA,2014,10,81.19535827636719,***,2014,***,2014,***,2014,***,2014,-0.9162907600402832,2011,23.9,2014,370.7,2011,8.083793640136719,2014,82.37317073170733,2014,99,2014,90,2014,98.7,2014
1090,Gabon,266,GAB,2014,133,56.19341278076172,***,2014,***,2014,***,2014,***,2014,0.5719349980354309,--,17.6,2014,640.5640869140625,--,8.118867874145508,2014,64.38339024390244,2014,70,2014,61,2014,41.8,2014
1091,United Kingdom,826,GBR,2014,20,80.2242202758789,***,2014,***,2014,***,2014,***,2014,-1.2039728164672852,2013,28.1,2014,407.4,2013,7.670537948608398,2014,81.05609756097563,2014,95,2014,93,2014,99.2,2014
1092,Georgia,268,GEO,2014,96,68.026123046875,***,2014,***,2014,***,2014,***,2014,0.8754687309265137,2014,20.8,2014,769.9,2014,14.993369102478027,2014,74.66863414634146,2014,91,2014,92,2014,86.9,2014
1093,Ghana,288,GHA,2014,118,60.858154296875,***,2014,***,2014,***,2014,***,2014,2.8603007793426514,--,12.2,2014,783.0848388671875,--,4.782332420349121,2014,61.31163414634147,2014,98,2014,92,2014,14.8,2014
1094,Guinea,324,GIN,2014,148,47.48025894165039,***,2014,***,2014,***,2014,***,2014,3.742950439453125,--,6.8,2014,1050.6524658203125,--,4.69282341003418,2014,58.73343902439024,2014,51,2014,52,2014,20.0,2014
1095,Greece,300,GRC,2014,43,76.3192138671875,***,2014,***,2014,***,2014,***,2014,-0.6931471824645996,2012,22.9,2014,420.4,2012,9.137727737426758,2014,81.28536585365853,2014,99,2014,97,2014,99.0,2014
1096,Guatemala,320,GTM,2014,104,65.64596557617188,***,2014,***,2014,***,2014,***,2014,1.0296194553375244,2013,18.6,2014,664.8,2013,7.496114730834961,2014,71.72241463414635,2014,73,2014,67,2014,63.7,2014
1097,Guyana,328,GUY,2014,89,69.04374694824219,***,2007,***,2007,***,2007,***,2007,2.8033604621887207,2011,22.9,2014,1054.7,2011,9.074652671813965,2014,66.40641463414634,2014,98,2014,99,2014,83.6,2014
1098,Hong Kong,344,HKG,2014,7,81.92688751220703,***,2014,***,2014,***,2014,***,2014,0.2623642683029175,2013,8.055869102478027,--,303.4,2013,9.54789924621582,2014,83.98048780487807,2014,99,--,99,--,100.0,--
1099,Honduras,340,HND,2014,78,71.03618621826172,***,2014,***,2014,***,2014,***,2014,2.2888848781585693,--,18.2,2014,630.745361328125,--,7.183551788330078,2014,73.13570731707318,2014,85,2014,88,2014,82.6,2014
1100,Croatia,191,HRV,2014,60,73.1785888671875,***,2014,***,2014,***,2014,***,2014,-0.5108256340026855,2013,23.3,2014,548.1,2013,9.953672409057617,2014,77.32926829268294,2014,95,2014,94,2014,97.1,2014
1101,Hungary,348,HUN,2014,48,75.28524780273438,***,2014,***,2014,***,2014,***,2014,-0.5108256340026855,2013,24.0,2014,640.3,2013,10.007994651794434,2014,75.87317073170732,2014,99,2014,99,2014,98.0,2014
1102,Indonesia,360,IDN,2014,93,68.67322540283203,***,2014,***,2014,***,2014,***,2014,3.4611945152282715,--,5.7,2014,723.404541015625,--,6.974230766296387,2014,68.88848780487807,2014,78,2014,77,2014,60.6,2014
1103,India,356,IND,2014,113,62.517982482910156,***,2014,***,2014,***,2014,***,2014,4.338393688201904,--,4.9,2014,885.0339965820312,--,7.745995998382568,2014,68.01380487804879,2014,83,2014,83,2014,39.5,2014
