,country,isonum,isocode,year,rank_soci,soci,strange,strange_year,polic,polic_year,respect,respect_year,friends,friends_year,voice,voice_year,vtf,vtf_year,finhelp,finhelp_year,volunt,volunt_year,help,help_year,donate,donate_year
1064,Central African Republic,140,CAF,2014,138,40.70817947387695,***,2011,***,2011,***,2011,***,2011,***,2010,30.579999923706055,2014,***,--,***,2011,***,2011,***,2011
1065,Canada,124,CAN,2014,2,66.7777328491211,***,2014,***,2014,***,2014,***,2014,***,2014,61.11000061035156,2014,***,2014,***,2014,***,2014,***,2014
1066,Switzerland,756,CHE,2014,16,61.095458984375,***,2014,***,2014,***,2014,***,2014,***,2014,49.099998474121094,2014,***,2014,***,2014,***,2014,***,2014
1067,Chile,152,CHL,2014,47,53.96590805053711,***,2014,***,2014,***,2014,***,2014,***,2013,49.25,2014,***,2014,***,2014,***,2014,***,2014
1068,China,156,CHN,2014,136,41.18181610107422,***,2014,***,--,***,2014,***,2013,***,2014,0.0,2014,***,2014,***,2014,***,2014,***,2014
1069,Ivory Coast,384,CIV,2014,123,44.16327667236328,***,2014,***,2014,***,2014,***,2014,***,2013,25.59200096130371,2014,***,2014,***,2014,***,2014,***,2014
1070,Cameroon,120,CMR,2014,76,48.774410247802734,***,2014,***,2014,***,2014,***,2014,***,2013,23.03700065612793,2014,***,2014,***,2014,***,2014,***,2014
1071,Democratic Republic of Congo,180,COD,2014,127,42.83124923706055,***,2014,***,2014,***,2014,***,2014,***,2013,44.287498474121094,2014,***,2014,***,2014,***,2014,***,2014
1072,Congo,178,COG,2014,133,42.181819915771484,***,2014,***,2014,***,2014,***,2014,***,2013,0.0,2014,***,2014,***,2014,***,2014,***,2014
1073,Colombia,170,COL,2014,52,53.32014083862305,***,2014,***,2014,***,2014,***,2014,***,2013,37.04300308227539,2014,***,2014,***,2014,***,2014,***,2014
1074,Comoros,174,COM,2014,116,44.81818771362305,***,2012,***,2012,***,2012,***,2012,***,2012,0.0,2014,***,2012,***,2012,***,2012,***,2012
1075,Costa Rica,188,CRI,2014,25,58.60818099975586,***,2014,***,2014,***,2014,***,2014,***,2013,68.37999725341797,2014,***,2014,***,2014,***,2014,***,2014
1076,Cyprus,196,CYP,2014,32,56.80455017089844,***,2014,***,2014,***,2014,***,2014,***,2014,78.69999694824219,2014,***,2014,***,2014,***,2014,***,2014
1077,Czech Republic,203,CZE,2014,98,46.341182708740234,***,2014,***,2014,***,2014,***,2014,***,2013,56.50600051879883,2014,***,2014,***,2014,***,2014,***,2014
1078,Germany,276,DEU,2014,10,63.343177795410156,***,2014,***,2014,***,2014,***,2014,***,2014,71.55000305175781,2014,***,2014,***,2014,***,2014,***,2014
1079,Djibouti,262,DJI,2014,124,44.10963821411133,***,2011,***,2011,***,2011,***,2011,***,2008,48.41200256347656,2014,***,--,***,2011,***,2011,***,2011
1080,Denmark,208,DNK,2014,12,62.5790901184082,***,2014,***,2014,***,2014,***,2014,***,2014,87.73999786376953,2014,***,2014,***,2014,***,2014,***,2014
1081,Dominican Republic,214,DOM,2014,45,54.444862365722656,***,2014,***,2014,***,2014,***,2014,***,2013,50.7869987487793,2014,***,2014,***,2014,***,2014,***,2014
1082,Algeria,12,DZA,2014,132,42.2674560546875,***,2014,***,2012,***,2014,***,2014,***,2012,25.884000778198242,2014,***,2014,***,2012,***,2014,***,2012
1083,Ecuador,218,ECU,2014,92,47.02863693237305,***,2014,***,2014,***,2014,***,2014,***,2013,60.62999725341797,2014,***,2014,***,2014,***,2014,***,2014
1084,Egypt,818,EGY,2014,145,36.43690872192383,***,2014,***,2013,***,2014,***,2014,***,2013,18.612001419067383,2014,***,2014,***,2014,***,2014,***,2014
1085,Spain,724,ESP,2014,27,57.95182418823242,***,2014,***,2014,***,2014,***,2014,***,2014,68.94000244140625,2014,***,2014,***,2014,***,2014,***,2014
1086,Estonia,233,EST,2014,69,49.69788360595703,***,2014,***,2014,***,2014,***,2014,***,2013,60.35349655151367,2014,***,2014,***,2014,***,2014,***,2014
1087,Ethiopia,231,ETH,2014,135,41.350181579589844,***,2014,***,2014,***,2014,***,2014,***,2013,32.70399856567383,2014,***,2014,***,2014,***,2014,***,2014
1088,Finland,246,FIN,2014,11,62.698638916015625,***,2014,***,2014,***,2014,***,2014,***,2014,67.37000274658203,2014,***,2014,***,2014,***,2014,***,2014
1089,France,250,FRA,2014,48,53.66500473022461,***,2014,***,2014,***,2014,***,2014,***,2014,52.630001068115234,2014,***,2014,***,2014,***,2014,***,2014
1090,Gabon,266,GAB,2014,118,44.55827331542969,***,2014,***,2014,***,2014,***,2014,***,2013,22.281997680664062,2014,***,2014,***,2014,***,2014,***,2014
1091,United Kingdom,826,GBR,2014,13,62.353179931640625,***,2014,***,2014,***,2014,***,2014,***,2014,65.7699966430664,2014,***,2014,***,2014,***,2014,***,2014
1092,Georgia,268,GEO,2014,121,44.17254638671875,***,2014,***,2014,***,2014,***,2014,***,2013,50.79600143432617,2014,***,2014,***,2014,***,2014,***,2014
1093,Ghana,288,GHA,2014,79,48.31859588623047,***,2014,***,2014,***,2014,***,2014,***,2013,72.00900268554688,2014,***,2014,***,2014,***,2014,***,2014
1094,Guinea,324,GIN,2014,100,46.20323181152344,***,2014,***,2014,***,2014,***,2014,***,2013,44.47099685668945,2014,***,2014,***,2014,***,2014,***,2014
1095,Greece,300,GRC,2014,103,46.06682205200195,***,2014,***,2014,***,2014,***,2014,***,2013,62.470001220703125,2014,***,2014,***,2014,***,2014,***,2014
1096,Guatemala,320,GTM,2014,35,56.52009201049805,***,2014,***,2014,***,2014,***,2014,***,2013,62.44199752807617,2014,***,2014,***,2014,***,2014,***,2014
1097,Guyana,328,GUY,2014,43,54.696006774902344,***,2007,***,2007,***,2007,***,--,***,2007,58.3120002746582,2014,***,--,***,2007,***,2007,***,2007
1098,Hong Kong,344,HKG,2014,54,52.77272415161133,***,2014,***,2014,***,2014,***,2014,***,2014,0.0,2014,***,2014,***,2014,***,2014,***,2014
1099,Honduras,340,HND,2014,72,49.4084587097168,***,2014,***,2014,***,2014,***,2014,***,2013,51.986000061035156,2014,***,2014,***,2014,***,2014,***,2014
1100,Croatia,191,HRV,2014,106,45.9300651550293,***,2014,***,2014,***,2014,***,2014,***,2013,51.46149826049805,2014,***,2014,***,2014,***,2014,***,2014
1101,Hungary,348,HUN,2014,101,46.129093170166016,***,2014,***,2014,***,2014,***,2014,***,2013,61.84000015258789,2014,***,2014,***,2014,***,2014,***,2014
1102,Indonesia,360,IDN,2014,23,59.607017517089844,***,2014,***,2014,***,2014,***,2014,***,2013,71.35449981689453,2014,***,2014,***,2014,***,2014,***,2014
1103,India,356,IND,2014,107,45.91272735595703,***,2014,***,2014,***,2014,***,2014,***,2013,63.08000183105469,2014,***,2014,***,2014,***,2014,***,2014
1104,Ireland,372,IRL,2014,9,64.04772186279297,***,2014,***,2014,***,2014,***,2014,***,2014,70.05000305175781,2014,***,2014,***,2014,***,2014,***,2014
1105,Iran,364,IRN,2014,65,51.074092864990234,***,2014,***,2008,***,2014,***,2014,***,2014,9.630000114440918,2014,***,2014,***,2014,***,2014,***,2014
1106,Iraq,368,IRQ,2014,61,51.382911682128906,***,2014,***,2014,***,2014,***,2014,***,2014,48.42399978637695,2014,***,2014,***,2014,***,2014,***,2014
1107,Iceland,352,ISL,2014,4,66.0199966430664,***,2013,***,2013,***,2013,***,2013,***,2013,81.44000244140625,2014,***,2013,***,2013,***,2013,***,2013
1108,Israel,376,ISR,2014,71,49.50981903076172,***,2014,***,2014,***,2014,***,2014,***,2013,54.215999603271484,2014,***,2014,***,2014,***,2014,***,2014
1109,Italy,380,ITA,2014,49,53.5540885925293,***,2014,***,2014,***,2014,***,2014,***,2014,75.19000244140625,2014,***,2014,***,2014,***,2014,***,2014
1110,Jamaica,388,JAM,2014,34,56.75052261352539,***,2014,***,2014,***,2014,***,2014,***,2013,50.511497497558594,2014,***,2014,***,2014,***,2014,***,2014
1111,Jordan,400,JOR,2014,108,45.85340881347656,***,2014,***,2007,***,2014,***,2014,***,2013,19.774999618530273,2014,***,2014,***,2014,***,2014,***,2014
1112,Japan,392,JPN,2014,88,47.48455047607422,***,2014,***,2014,***,2014,***,2014,***,2014,52.65999984741211,2014,***,2014,***,2014,***,2014,***,2014
1113,Kazakhstan,398,KAZ,2014,113,45.36763381958008,***,2014,***,2014,***,2014,***,2014,***,2013,15.088000297546387,2014,***,2014,***,2014,***,2014,***,2014
1114,Kenya,404,KEN,2014,17,60.573387145996094,***,2014,***,2014,***,2014,***,2014,***,2013,81.614501953125,2014,***,2014,***,2014,***,2014,***,2014
1115,Kyrgyzstan,417,KGZ,2014,50,53.55006408691406,***,2014,***,2014,***,2014,***,2014,***,2013,48.10150146484375,2014,***,2014,***,2014,***,2014,***,2014
1116,Cambodia,116,KHM,2014,117,44.73154830932617,***,2014,***,2014,***,2014,***,2014,***,2013,41.09400177001953,2014,***,2014,***,2014,***,2014,***,2014
1117,South Korea,410,KOR,2014,104,45.99245834350586,***,2014,***,2014,***,2014,***,2014,***,2014,48.8339958190918,2014,***,2014,***,2014,***,2014,***,2014
1118,Kuwait,414,KWT,2014,33,56.76295852661133,***,2014,***,--,***,2014,***,2014,***,2010,7.785000324249268,2014,***,2014,***,2014,***,2014,***,2014
1119,Laos,418,LAO,2014,59,51.497886657714844,***,2012,***,2011,***,2012,***,2012,***,2012,14.953500747680664,2014,***,2012,***,2012,***,2012,***,2012
1120,Lebanon,422,LBN,2014,125,43.63636779785156,***,2014,***,2014,***,2014,***,2014,***,2013,0.0,2014,***,2014,***,2014,***,2014,***,2014
1121,Liberia,430,LBR,2014,67,50.69600296020508,***,2014,***,2014,***,2014,***,2014,***,2013,57.3120002746582,2014,***,2014,***,2014,***,2014,***,2014
1122,Libya,434,LBY,2014,44,54.53955078125,***,2012,***,--,***,2012,***,2015,***,2012,20.8700008392334,2014,***,2012,***,2012,***,2012,***,2012
1123,Sri Lanka,144,LKA,2014,26,58.17359161376953,***,2014,***,2014,***,2014,***,2014,***,2013,39.81899642944336,2014,***,2014,***,2014,***,2014,***,2014
1124,Lesotho,426,LSO,2014,80,48.228912353515625,***,2011,***,2011,***,2011,***,2011,***,--,45.0359992980957,2014,***,--,***,2011,***,2011,***,2011
1125,Lithuania,440,LTU,2014,140,39.95136642456055,***,2014,***,2014,***,2014,***,2014,***,2013,52.93000030517578,2014,***,2014,***,2014,***,2014,***,2014
1126,Luxembourg,442,LUX,2014,19,60.052276611328125,***,2014,***,2014,***,2014,***,2014,***,2014,91.1500015258789,2014,***,2014,***,2014,***,2014,***,2014
1127,Latvia,428,LVA,2014,82,47.99636459350586,***,2014,***,2014,***,2014,***,2014,***,2013,52.91999816894531,2014,***,2014,***,2014,***,2014,***,2014
1128,Morocco,504,MAR,2014,144,38.755455017089844,***,2014,***,2014,***,2014,***,2014,***,2013,13.620000839233398,2014,***,2014,***,2014,***,2014,***,2014
1129,Moldova,498,MDA,2014,131,42.31863784790039,***,2014,***,2014,***,2014,***,2014,***,2013,53.0099983215332,2014,***,2014,***,2014,***,2014,***,2014
1130,Madagascar,450,MDG,2014,87,47.753456115722656,***,2014,***,2014,***,2014,***,2014,***,2013,40.57600021362305,2014,***,2014,***,2014,***,2014,***,2014
1131,Mexico,484,MEX,2014,96,46.463863372802734,***,2014,***,2014,***,2014,***,2014,***,2013,56.20499801635742,2014,***,2014,***,2014,***,2014,***,2014
1132,Macedonia,807,MKD,2014,74,48.855953216552734,***,2014,***,2014,***,2014,***,2014,***,2013,59.830997467041016,2014,***,2014,***,2014,***,2014,***,2014
1133,Mali,466,MLI,2014,91,47.133182525634766,***,2014,***,2014,***,2014,***,2014,***,2013,27.93000030517578,2014,***,2014,***,2014,***,2014,***,2014
1134,Malta,470,MLT,2014,7,64.31591033935547,***,2014,***,2014,***,2014,***,2014,***,2014,92.94999694824219,2014,***,2014,***,2014,***,2014,***,2014
1135,Montenegro,499,MNE,2014,84,47.910545349121094,***,2014,***,2014,***,2014,***,2014,***,2013,67.03199768066406,2014,***,2014,***,2014,***,2014,***,2014
1136,Mongolia,496,MNG,2014,39,55.41999816894531,***,2014,***,2014,***,2014,***,2014,***,2013,65.23999786376953,2014,***,2014,***,2014,***,2014,***,2014
1137,Mozambique,508,MOZ,2014,110,45.7104606628418,***,2011,***,2011,***,2011,***,2011,***,2008,36.630001068115234,2014,***,2015,***,2011,***,2011,***,2011
1138,Mauritania,478,MRT,2014,97,46.434547424316406,***,2014,***,2014,***,2014,***,2014,***,2013,29.560001373291016,2014,***,2014,***,2014,***,2014,***,2014
1139,Mauritius,480,MUS,2014,42,54.927730560302734,***,2014,***,2014,***,2014,***,2014,***,--,74.41000366210938,2014,***,2014,***,2014,***,2014,***,2014
1140,Malawi,454,MWI,2014,77,48.59345626831055,***,2014,***,2014,***,2014,***,2014,***,2013,56.055999755859375,2014,***,2014,***,2014,***,2014,***,2014
1141,Malaysia,458,MYS,2014,21,59.846824645996094,***,2014,***,2014,***,2014,***,2014,***,2014,63.62999725341797,2014,***,2014,***,2014,***,2014,***,2014
1142,Namibia,516,NAM,2014,53,53.02727127075195,***,2014,***,2014,***,2014,***,2014,***,2007,57.60000228881836,2014,***,2014,***,2014,***,2014,***,2014
1143,Niger,562,NER,2014,115,44.92618179321289,***,2014,***,2014,***,2014,***,2014,***,2013,39.37600326538086,2014,***,2014,***,2014,***,2014,***,2014
1144,Nigeria,566,NGA,2014,58,51.821006774902344,***,2014,***,2014,***,2014,***,2014,***,2013,20.062000274658203,2014,***,2014,***,2014,***,2014,***,2014
1145,Nicaragua,558,NIC,2014,60,51.415252685546875,***,2014,***,2014,***,2014,***,2014,***,2013,75.135498046875,2014,***,2014,***,2014,***,2014,***,2014
1146,Netherlands,528,NLD,2014,8,64.11637115478516,***,2014,***,2014,***,2014,***,2014,***,2014,74.55999755859375,2014,***,2014,***,2014,***,2014,***,2014
1147,Norway,578,NOR,2014,6,65.01045989990234,***,2014,***,2014,***,2014,***,2014,***,2014,78.2300033569336,2014,***,2014,***,2014,***,2014,***,2014
1148,Nepal,524,NPL,2014,102,46.07418441772461,***,2014,***,2014,***,2014,***,2014,***,2013,50.63199996948242,2014,***,2014,***,2014,***,2014,***,2014
1149,New Zealand,554,NZL,2014,1,68.45227813720703,***,2014,***,2014,***,2014,***,2014,***,2014,76.94999694824219,2014,***,2014,***,2014,***,2014,***,2014
1150,Oman,512,OMN,2014,64,51.194095611572266,***,2011,***,--,***,2011,***,2011,***,--,6.269999980926514,2014,***,--,***,2011,***,--,***,2011
1151,Pakistan,586,PAK,2014,139,40.61713790893555,***,2014,***,2014,***,2014,***,2014,***,2013,45.57699966430664,2014,***,2014,***,2014,***,2014,***,2014
1152,Panama,591,PAN,2014,37,56.201385498046875,***,2014,***,2014,***,2014,***,2014,***,2013,71.43050384521484,2014,***,2014,***,2014,***,2014,***,2014
1153,Peru,604,PER,2014,105,45.978816986083984,***,2014,***,2014,***,2014,***,2014,***,2013,79.53399658203125,2014,***,2014,***,2014,***,2014,***,2014
1154,Philippines,608,PHL,2014,21,59.846824645996094,***,2014,***,2014,***,2014,***,2014,***,2013,54.630001068115234,2014,***,2014,***,2014,***,2014,***,2014
1155,Poland,616,POL,2014,68,50.54181671142578,***,2014,***,2014,***,2014,***,2014,***,2013,48.91999816894531,2014,***,2014,***,2014,***,2014,***,2014
1156,Portugal,620,PRT,2014,40,55.410457611083984,***,2014,***,2014,***,2014,***,2014,***,2014,58.029998779296875,2014,***,2014,***,2014,***,2014,***,2014
1157,Paraguay,600,PRY,2014,93,46.85581970214844,***,2014,***,2014,***,2014,***,2014,***,2013,64.82799530029297,2014,***,2014,***,2014,***,2014,***,2014
1158,Qatar,634,QAT,2014,36,56.50000762939453,***,2012,***,2009,***,2012,***,2011,***,2012,0.0,2014,***,2014,***,2012,***,2012,***,2012
1159,Romania,642,ROU,2014,114,45.303279876708984,***,2014,***,2014,***,2014,***,2014,***,2013,39.6719970703125,2014,***,2014,***,2014,***,2014,***,2014
1160,Russia,643,RUS,2014,119,44.50318145751953,***,2014,***,2014,***,2014,***,2014,***,2014,42.06999969482422,2014,***,2014,***,2014,***,2014,***,2014
1161,Rwanda,646,RWA,2014,81,48.16272735595703,***,2014,***,2011,***,2014,***,2014,***,2013,34.58000183105469,2014,***,2014,***,2014,***,2014,***,2014
1162,Saudi Arabia,682,SAU,2014,56,52.590911865234375,***,2014,***,2009,***,2014,***,2014,***,2014,0.0,2014,***,2014,***,2014,***,2014,***,2014
1163,Serbia,688,SCG,2014,122,44.17186737060547,***,2014,***,2014,***,2014,***,2014,***,2013,47.78099822998047,2014,***,2014,***,2014,***,2014,***,2014
1164,Sudan,729,SDN,2014,94,46.845455169677734,***,2014,***,2010,***,2014,***,2014,***,2012,21.600000381469727,2014,***,2014,***,2014,***,2014,***,2014
1165,Senegal,686,SEN,2014,51,53.5077018737793,***,2014,***,2014,***,2014,***,2014,***,2013,31.169498443603516,2014,***,2014,***,2014,***,2014,***,2014
1166,Singapore,702,SGP,2014,41,55.376007080078125,***,2014,***,2014,***,2014,***,2014,***,2012,37.27199935913086,2014,***,2014,***,2014,***,2014,***,2014
1167,Sierra Leone,694,SLE,2014,29,57.38127136230469,***,2014,***,2013,***,2014,***,2014,***,2013,67.38800048828125,2014,***,2014,***,2014,***,2014,***,2014
1168,El Salvador,222,SLV,2014,112,45.41918182373047,***,2014,***,2014,***,2014,***,2014,***,2013,48.22200012207031,2014,***,2014,***,2014,***,2014,***,2014
1169,Suriname,740,SUR,2014,62,51.31398010253906,***,2012,***,2012,***,2012,***,2012,***,2012,54.907501220703125,2014,***,2012,***,2012,***,2012,***,2012
1170,Slovakia,703,SVK,2014,78,48.36863708496094,***,2014,***,2014,***,2014,***,2014,***,2013,59.11000061035156,2014,***,2014,***,2014,***,2014,***,2014
1171,Slovenia,705,SVN,2014,20,59.85137176513672,***,2014,***,2014,***,2014,***,2014,***,2014,51.72999954223633,2014,***,2014,***,2014,***,2014,***,2014
1172,Sweden,752,SWE,2014,14,61.94591522216797,***,2014,***,2014,***,2014,***,2014,***,2014,85.80999755859375,2014,***,2014,***,2014,***,2014,***,2014
1173,Swaziland,748,SWZ,2014,70,49.68182373046875,***,2011,***,2011,***,2011,***,2011,***,--,0.0,2014,***,--,***,2011,***,2011,***,2011
1174,Chad,148,TCD,2014,143,39.34727478027344,***,2014,***,2014,***,2014,***,2014,***,2013,22.639999389648438,2014,***,2014,***,2014,***,2014,***,2014
1175,Togo,768,TGO,2014,148,35.064727783203125,***,2014,***,2014,***,2014,***,2014,***,2008,26.423999786376953,2014,***,2014,***,2014,***,2014,***,2014
1176,Thailand,764,THA,2014,31,57.01711654663086,***,2014,***,2014,***,2014,***,2014,***,2013,16.37649917602539,2014,***,2013,***,2014,***,2014,***,2014
1177,Tajikistan,762,TJK,2014,90,47.2179069519043,***,2014,***,2014,***,2014,***,2014,***,2013,31.79399871826172,2014,***,2014,***,2014,***,2014,***,2014
1178,Trinidad and Tobago,780,TTO,2014,18,60.20227813720703,***,2013,***,2013,***,2013,***,2013,***,2013,69.44999694824219,2014,***,2013,***,2013,***,2013,***,2013
1179,Tunisia,788,TUN,2014,141,39.69615936279297,***,2014,***,2014,***,2014,***,2014,***,2013,57.31550216674805,2014,***,2014,***,2014,***,2014,***,2014
1180,Turkey,792,TUR,2014,89,47.26970672607422,***,2013,***,2014,***,2014,***,2014,***,2013,56.933494567871094,2014,***,2014,***,2013,***,2014,***,2013
1181,Tanzania,834,TZA,2014,99,46.30775451660156,***,2014,***,2014,***,2014,***,2014,***,2013,17.77050018310547,2014,***,2014,***,2014,***,2014,***,2014
1182,Uganda,800,UGA,2014,55,52.75820541381836,***,2014,***,2014,***,2014,***,2014,***,2013,26.680500030517578,2014,***,2014,***,2014,***,2014,***,2014
1183,Ukraine,804,UKR,2014,128,42.71336364746094,***,2014,***,2014,***,2014,***,2014,***,2013,36.69399642944336,2014,***,2014,***,2014,***,2014,***,2014
1184,Uruguay,858,URY,2014,46,54.164546966552734,***,2014,***,2014,***,2014,***,2014,***,2013,89.62000274658203,2014,***,2014,***,2014,***,2014,***,2014
1185,United States,840,USA,2014,3,66.08863830566406,***,2014,***,2014,***,2014,***,2014,***,2014,67.94999694824219,2014,***,2014,***,2014,***,2014,***,2014
1186,Venezuela,862,VEN,2014,120,44.34063720703125,***,2014,***,2014,***,2014,***,2014,***,2013,46.49399948120117,2014,***,2014,***,2014,***,2014,***,2014
1187,Vietnam,704,VNM,2014,73,49.223934173583984,***,2014,***,2013,***,2014,***,2014,***,2013,14.926501274108887,2014,***,2014,***,2014,***,2014,***,2014
1188,Yemen,887,YEM,2014,149,34.8636360168457,***,2014,***,2014,***,2014,***,2014,***,2013,0.0,2014,***,2014,***,2014,***,2014,***,2014
1189,South Africa,710,ZAF,2014,30,57.354820251464844,***,2014,***,2014,***,2014,***,2014,***,2013,69.80599975585938,2014,***,2014,***,2014,***,2014,***,2014
1190,Zambia,894,ZMB,2014,66,50.93647766113281,***,2014,***,2014,***,2014,***,2014,***,2013,45.602500915527344,2014,***,2014,***,2014,***,2014,***,2014
1191,Zimbabwe,716,ZWE,2014,86,47.79850387573242,***,2014,***,2014,***,2014,***,2014,***,2013,28.567001342773438,2014,***,2014,***,2014,***,2014,***,2014
