,country,isonum,isocode,year,rank_pers,pers,racial,racial_year,immig,immig_year,freedom,freedom_year,lgbx,lgbx_year,propright,propright_year,rrgov,rrgov_year,rrsoc,rrsoc_year,lgbt_rights,lgbt_rights_year,deathpen,deathpen_year,civlib,civlib_year,conscription,conscription_year,pf,pf_year
1021,Slovakia,703,SVK,2013,37,70.26097869873047,***,2013,***,2013,***,2013,***,2013,1,2013,3.0,2013,1.5,2013,1,2013,0,2013,7,2013,10.0,2013,23.0,2013
1022,Slovenia,705,SVN,2013,17,81.86276245117188,***,2013,***,2013,***,2013,***,2013,1,2013,0.7,2013,0.9,2013,2,2013,0,2013,7,2013,10.0,2013,24.0,2013
1023,Sweden,752,SWE,2013,9,85.29312896728516,***,2013,***,2013,***,2013,***,2013,1,2013,3.6,2013,4.2,2013,3,2013,0,2013,7,2013,10.0,2013,10.0,2013
1024,Swaziland,748,SWZ,2013,133,35.87482452392578,***,2011,***,2011,***,2011,***,2011,0,2015,2.1,2013,3.1,2013,0,2016,1,2013,3,2013,10.0,2013,78.0,2013
1025,Chad,148,TCD,2013,139,33.553260803222656,***,2013,***,2013,***,2013,***,2013,0,2013,3.0,2013,2.2,2013,1,2013,1,2013,2,2013,3.0,2013,75.0,2013
1026,Togo,768,TGO,2013,79,56.2782096862793,***,2011,***,2011,***,2011,***,2011,1,2013,1.5,2013,0.0,2013,0,2016,0,2013,4,2013,0.0,2013,65.0,2013
1027,Thailand,764,THA,2013,126,40.999717712402344,***,2012,***,2013,***,2013,***,2013,1,2013,4.4,2013,6.2,2013,1,2013,1,2013,4,2013,0.0,2013,64.0,2013
1028,Tajikistan,762,TJK,2013,132,37.251792907714844,***,2013,***,2013,***,2013,***,2010,1,2013,6.8,2013,2.2,2013,1,2013,1,2013,2,2013,0.0,2013,80.0,2013
1029,Trinidad and Tobago,780,TTO,2013,48,66.53201293945312,***,2013,***,2013,***,2013,***,2013,1,2015,1.1,2013,0.0,2013,0,2016,1,2013,6,2013,10.0,2013,25.0,2013
1030,Tunisia,788,TUN,2013,123,41.4527702331543,***,2013,***,2013,***,2013,***,2013,1,2013,4.9,2013,5.8,2013,0,2016,1,2013,5,2013,3.0,2013,53.0,2013
1031,Turkey,792,TUR,2013,107,46.42808151245117,***,2013,***,2013,***,2013,***,2013,1,2013,7.4,2013,4.5,2013,1,2013,0,2013,4,2013,1.0,2013,62.0,2013
1032,Tanzania,834,TZA,2013,114,44.71260452270508,***,2013,***,2013,***,2013,***,2013,1,2013,3.3,2013,7.8,2013,0,2016,1,2013,5,2013,5.0,2013,55.0,2013
1033,Uganda,800,UGA,2013,95,50.00459671020508,***,2013,***,2013,***,2013,***,2013,1,2013,3.7,2013,4.1,2013,0,2016,1,2013,4,2013,10.0,2013,58.0,2013
1034,Ukraine,804,UKR,2013,89,53.1630744934082,***,2013,***,2013,***,2013,***,2013,1,2013,4.1,2013,2.9,2013,1,2013,0,2013,5,2013,0.0,2013,63.0,2013
1035,Uruguay,858,URY,2013,5,88.4438705444336,***,2013,***,2013,***,2013,***,2013,1,2013,0.8,2013,0.3,2013,3,2013,0,2013,7,2013,10.0,2013,26.0,2013
1036,United States,840,USA,2013,30,72.36089324951172,***,2013,***,2013,***,2013,***,2013,1,2013,3.0,2013,3.1,2013,1,2013,1,2013,7,2013,10.0,2013,21.0,2013
1037,Venezuela,862,VEN,2013,82,55.21963882446289,***,2013,***,2013,***,2013,***,2013,1,2013,2.9,2013,0.7,2013,1,2013,0,2013,3,2013,0.0,2013,78.0,2013
1038,Vietnam,704,VNM,2013,121,41.6933708190918,***,2013,***,2013,***,2013,***,2013,1,2013,6.1,2013,3.6,2013,1,2013,1,2013,3,2013,0.0,2013,84.0,2013
1039,Yemen,887,YEM,2013,149,25.268447875976562,***,2013,***,2013,***,2013,***,--,1,2013,5.8,2013,7.1,2013,0,2016,1,2013,2,2013,0.0,2013,76.0,2013
1040,South Africa,710,ZAF,2013,25,77.87052154541016,***,2013,***,2013,***,2013,***,2013,1,2013,0.7,2013,1.0,2013,3,2013,0,2013,6,2013,10.0,2013,33.0,2013
1041,Zambia,894,ZMB,2013,93,51.50416564941406,***,2013,***,2013,***,2013,***,2013,1,2013,2.9,2013,1.5,2013,0,2016,1,2013,4,2013,10.0,2013,61.0,2013
1042,Zimbabwe,716,ZWE,2013,118,43.07407760620117,***,2013,***,2013,***,2013,***,2013,1,2013,2.8,2013,1.5,2013,0,2016,1,2013,2,2013,10.0,2013,73.0,2013
1043,Afghanistan,4,AFG,2014,149,23.793405532836914,***,2014,***,2014,***,2014,***,2013,0,2015,8.0,2013,7.8,2013,0,2016,1,2014,2,2014,7.698071002960205,--,67.0,2014
1044,Angola,24,AGO,2014,120,41.89262390136719,***,2014,***,2014,***,2014,***,2014,1,2013,5.0,2013,2.9,2013,0,2016,0,2014,3,2014,0.0,2013,70.0,2014
1045,Albania,8,ALB,2014,62,63.61700439453125,***,2014,***,2014,***,2014,***,2014,1,2013,2.2,2013,0.3,2013,1,2014,0,2014,5,2014,3.0,2013,49.0,2014
1046,United Arab Emirates,784,ARE,2014,107,46.596038818359375,***,2009,***,2014,***,2014,***,--,1,2013,4.6,2013,1.5,2013,0,2016,1,2014,2,2014,10.0,2013,76.0,2014
1047,Argentina,32,ARG,2014,25,78.72150421142578,***,2014,***,2014,***,2014,***,2014,1,2013,2.0,2013,1.4,2013,3,2014,0,2014,6,2014,10.0,2013,51.0,2014
1048,Armenia,51,ARM,2014,101,48.344242095947266,***,2014,***,2014,***,2014,***,2014,1,2013,5.2,2013,5.3,2013,1,2014,0,2014,4,2014,0.0,2013,61.0,2014
1049,Australia,36,AUS,2014,11,86.76887512207031,***,2014,***,2014,***,2014,***,2014,1,2013,1.4,2013,1.4,2013,2,2014,0,2014,7,2014,10.0,2013,22.0,2014
1050,Austria,40,AUT,2014,23,80.38787841796875,***,2014,***,2014,***,2014,***,2014,1,2013,3.1,2013,1.9,2013,2,2014,0,2014,7,2014,3.0,2013,22.0,2014
1051,Azerbaijan,31,AZE,2014,115,44.07637023925781,***,2014,***,2014,***,2014,***,2014,1,2013,7.3,2013,3.4,2013,1,2014,0,2014,2,2014,1.0,2013,87.0,2014
1052,Burundi,108,BDI,2014,94,51.3270149230957,***,2014,***,2014,***,2014,***,2014,1,2013,2.3,2013,1.0,2013,0,2016,0,2014,3,2014,10.0,2013,74.0,2014
1053,Belgium,56,BEL,2014,7,87.38875579833984,***,2014,***,2014,***,2014,***,2014,1,2013,3.8,2013,1.6,2013,3,2014,0,2014,7,2014,10.0,2013,11.0,2014
1054,Benin,204,BEN,2014,59,64.37409210205078,***,2014,***,2014,***,2014,***,2014,1,2013,0.3,2013,0.4,2013,1,2014,1,2014,6,2014,1.0,2013,38.0,2014
1055,Burkina Faso,854,BFA,2014,70,59.778350830078125,***,2014,***,2014,***,2014,***,2014,1,2013,1.3,2013,3.1,2013,1,2014,1,2014,5,2014,10.0,2013,44.0,2014
1056,Bangladesh,50,BGD,2014,108,45.95291519165039,***,2014,***,2014,***,2014,***,2013,1,2013,5.2,2013,8.7,2013,0,2016,1,2014,4,2014,10.0,2013,54.0,2014
1057,Bulgaria,100,BGR,2014,66,62.19925308227539,***,2014,***,2014,***,2014,***,2014,1,2013,5.4,2013,3.6,2013,1,2014,0,2014,6,2014,10.0,2013,38.0,2014
1058,Bahrain,48,BHR,2014,127,40.10652160644531,***,2009,***,2014,***,2014,***,--,1,2015,6.5,2013,3.5,2013,1,2014,1,2014,2,2014,10.0,2013,87.0,2014
1059,Belarus,112,BLR,2014,133,37.16451644897461,***,2014,***,2014,***,2014,***,2014,1,2013,6.3,2013,1.2,2013,1,2014,1,2014,2,2014,5.893049716949463,--,93.0,2014
1060,Belize,84,BLZ,2014,53,65.25294494628906,***,2014,***,2014,***,2014,***,2014,1,2015,1.1,2013,0.0,2013,0,2016,1,2014,6,2014,10.0,2013,22.0,2014
1061,Bolivia,68,BOL,2014,37,69.2586898803711,***,2014,***,2014,***,2014,***,2014,1,2013,1.5,2013,0.0,2013,1,2014,0,2014,5,2014,3.0,2013,47.0,2014
1062,Brazil,76,BRA,2014,40,68.46971130371094,***,2014,***,2014,***,2014,***,2014,1,2013,0.2,2013,3.7,2013,3,2014,1,2014,6,2014,3.0,2013,45.0,2014
1063,Botswana,72,BWA,2014,61,63.755958557128906,***,2014,***,2014,***,2014,***,2014,1,2013,0.7,2013,0.0,2013,0,2016,1,2014,6,2014,10.0,2013,44.0,2014
1064,Central African Republic,140,CAF,2014,142,31.70083236694336,***,2011,***,2011,***,2011,***,2011,0,--,4.2,2013,7.6,2013,1,2014,1,2014,1,2014,0.0,2013,72.0,2014
1065,Canada,124,CAN,2014,1,92.2371597290039,***,2014,***,2014,***,2014,***,2014,1,2013,1.2,2013,1.2,2013,3,2014,0,2014,7,2014,10.0,2013,18.0,2014
1066,Switzerland,756,CHE,2014,16,84.46511840820312,***,2014,***,2014,***,2014,***,2014,1,2013,2.6,2013,1.9,2013,2,2014,0,2014,7,2014,5.0,2013,13.0,2014
1067,Chile,152,CHL,2014,39,68.9198989868164,***,2014,***,2014,***,2014,***,2014,0,2013,1.6,2013,1.2,2013,1,2014,0,2014,7,2014,1.0,2013,31.0,2014
1068,China,156,CHN,2014,140,34.65230941772461,***,2013,***,2013,***,2013,***,2013,1,2013,9.1,2013,4.4,2013,1,2014,1,2014,2,2014,0.0,2013,86.0,2014
1069,Ivory Coast,384,CIV,2014,78,57.45391845703125,***,2014,***,2014,***,2014,***,2014,0,2013,0.7,2013,0.8,2013,1,2014,0,2014,4,2014,1.0,2013,53.0,2014
1070,Cameroon,120,CMR,2014,123,41.360897064208984,***,2014,***,2014,***,2014,***,2014,0,2013,1.8,2013,0.6,2013,0,2016,1,2014,2,2014,10.0,2013,66.0,2014
1071,Democratic Republic of Congo,180,COD,2014,132,37.809932708740234,***,2014,***,2014,***,2014,***,2014,0,2013,1.1,2013,2.3,2013,1,2014,1,2014,2,2014,3.0,2013,59.0,2014
1072,Congo,178,COG,2014,109,45.95123291015625,***,2014,***,2014,***,2014,***,2014,0,2013,0.7,2013,0.0,2013,1,2014,1,2014,3,2014,10.0,2013,47.860111236572266,--
1073,Colombia,170,COL,2014,47,67.15101623535156,***,2014,***,2014,***,2014,***,2014,1,2013,1.6,2013,2.1,2013,2,2014,0,2014,4,2014,0.0,2013,55.0,2014
1074,Comoros,174,COM,2014,129,38.688594818115234,***,2012,***,2012,***,2012,***,2012,0,--,4.0,2013,2.9,2013,0,2016,1,2014,4,2014,6.665467262268066,--,49.0,2014
1075,Costa Rica,188,CRI,2014,17,84.43555450439453,***,2014,***,2014,***,2014,***,2014,1,2013,2.8,2013,0.1,2013,2,2014,0,2014,7,2014,10.0,2013,17.0,2014
1076,Cyprus,196,CYP,2014,41,68.43097686767578,***,2014,***,2014,***,2014,***,2014,1,--,2.5,2013,3.2,2013,1,2014,0,2014,7,2014,0.0,2013,32.29698181152344,--
1077,Czech Republic,203,CZE,2014,26,76.81279754638672,***,2014,***,2014,***,2014,***,2014,1,2013,1.1,2013,2.7,2013,2,2014,0,2014,7,2014,10.0,2013,21.0,2014
1078,Germany,276,DEU,2014,21,81.10307312011719,***,2014,***,2014,***,2014,***,2014,1,2013,4.5,2013,4.3,2013,2,2014,0,2014,7,2014,10.0,2013,18.0,2014
1079,Djibouti,262,DJI,2014,89,52.32682800292969,***,2011,***,2011,***,2011,***,2011,1,2015,5.1,2013,1.2,2013,1,2014,0,2014,3,2014,1.9826459884643555,--,75.0,2014
1080,Denmark,208,DNK,2014,12,86.59517669677734,***,2014,***,2014,***,2014,***,2014,1,2013,3.2,2013,1.6,2013,3,2014,0,2014,7,2014,3.0,2013,12.0,2014
1081,Dominican Republic,214,DOM,2014,36,70.43640899658203,***,2014,***,2014,***,2014,***,2014,1,2013,1.5,2013,0.0,2013,1,2014,0,2014,5,2014,10.0,2013,42.0,2014
1082,Algeria,12,DZA,2014,138,35.376976013183594,***,2012,***,2012,***,2012,***,2012,1,2013,6.1,2013,5.9,2013,0,2016,1,2014,3,2014,1.0,2013,61.0,2014
1083,Ecuador,218,ECU,2014,60,64.1231689453125,***,2014,***,2014,***,2014,***,2014,0,2013,0.7,2013,0.1,2013,2,2014,0,2014,5,2014,3.0,2013,64.0,2014
1084,Egypt,818,EGY,2014,146,27.86419677734375,***,2011,***,2014,***,2014,***,--,1,2013,8.2,2013,7.7,2013,0,2016,1,2014,3,2014,0.0,2013,73.0,2014
1085,Spain,724,ESP,2014,13,85.52397918701172,***,2014,***,2014,***,2014,***,2014,1,2013,3.0,2013,2.4,2013,3,2014,0,2014,7,2014,10.0,2013,28.0,2014
1086,Estonia,233,EST,2014,28,74.44989776611328,***,2014,***,2014,***,2014,***,2014,1,2013,1.4,2013,0.0,2013,2,2014,0,2014,7,2014,3.0,2013,16.0,2014
1087,Ethiopia,231,ETH,2014,128,39.23772430419922,***,2014,***,2014,***,2014,***,2014,1,2013,4.6,2013,4.8,2013,0,2016,1,2014,2,2014,10.0,2013,83.0,2014
1088,Finland,246,FIN,2014,19,81.93510437011719,***,2014,***,2014,***,2014,***,2014,1,2013,2.3,2013,0.1,2013,1,2014,0,2014,7,2014,3.0,2013,11.0,2014
1089,France,250,FRA,2014,22,80.9288101196289,***,2014,***,2014,***,2014,***,2014,1,2013,4.2,2013,5.1,2013,3,2014,0,2014,7,2014,10.0,2013,23.0,2014
1090,Gabon,266,GAB,2014,93,51.54808807373047,***,2014,***,2014,***,2014,***,2014,0,2013,0.5,2013,1.0,2013,1,2014,0,2014,3,2014,10.0,2013,70.0,2014
1091,United Kingdom,826,GBR,2014,15,85.01923370361328,***,2014,***,2014,***,2014,***,2014,1,2013,1.7,2013,5.4,2013,3,2014,0,2014,7,2014,10.0,2013,24.0,2014
1092,Georgia,268,GEO,2014,77,57.89118957519531,***,2014,***,2014,***,2014,***,2014,1,2013,3.1,2013,4.5,2013,1,2014,0,2014,5,2014,1.0,2013,48.0,2014
1093,Ghana,288,GHA,2014,75,58.465694427490234,***,2014,***,2014,***,2014,***,2014,1,2013,1.3,2013,2.7,2013,0,2016,1,2014,6,2014,10.0,2013,28.0,2014
1094,Guinea,324,GIN,2014,106,46.748779296875,***,2014,***,2014,***,2014,***,2014,1,2013,2.1,2013,1.7,2013,0,2016,1,2014,3,2014,0.0,2013,64.0,2014
1095,Greece,300,GRC,2014,74,58.84238052368164,***,2014,***,2014,***,2014,***,2014,1,2013,4.4,2013,5.3,2013,1,2014,0,2014,6,2014,3.0,2013,51.0,2014
1096,Guatemala,320,GTM,2014,81,55.42090606689453,***,2014,***,2014,***,2014,***,2014,1,2013,1.9,2013,1.2,2013,1,2014,1,2014,4,2014,3.0,2013,60.0,2014
1097,Guyana,328,GUY,2014,73,59.088714599609375,***,2007,***,2007,***,2007,***,2007,1,2015,1.2,2013,0.0,2013,0,2016,1,2014,5,2014,10.0,2013,36.0,2014
1098,Hong Kong,344,HKG,2014,48,67.14929962158203,***,2014,***,2014,***,2014,***,2014,1,2013,2.9,2013,2.2,2013,1,2014,0,--,3,--,10.0,2013,41.0,2014
1099,Honduras,340,HND,2014,68,60.7355842590332,***,2014,***,2014,***,2014,***,2014,1,2013,2.0,2013,0.3,2013,1,2014,0,2014,4,2014,10.0,2013,68.0,2014
1100,Croatia,191,HRV,2014,42,68.07752227783203,***,2014,***,2014,***,2014,***,2014,1,2013,1.5,2013,2.7,2013,2,2014,0,2014,6,2014,10.0,2013,40.0,2014
1101,Hungary,348,HUN,2014,43,67.93023681640625,***,2014,***,2014,***,2014,***,2014,1,2013,2.9,2013,2.4,2013,2,2014,0,2014,6,2014,10.0,2013,37.0,2014
1102,Indonesia,360,IDN,2014,130,38.16767501831055,***,2014,***,2014,***,2014,***,2014,1,2013,8.5,2013,7.8,2013,0,2016,1,2014,4,2014,5.0,2013,49.0,2014
1103,India,356,IND,2014,102,48.1395378112793,***,2014,***,2014,***,2014,***,2014,1,2013,5.0,2013,9.0,2013,0,2016,1,2014,5,2014,10.0,2013,40.0,2014
1104,Ireland,372,IRL,2014,14,85.48492431640625,***,2014,***,2014,***,2014,***,2014,1,2013,1.5,2013,1.8,2013,1,2014,0,2014,7,2014,10.0,2013,16.0,2014
1105,Iran,364,IRN,2014,144,29.592592239379883,***,2014,***,2014,***,2008,***,--,1,2013,8.3,2013,5.2,2013,0,2016,1,2014,2,2014,1.0,2013,90.0,2014
1106,Iraq,368,IRQ,2014,139,34.905574798583984,***,2014,***,2014,***,2014,***,2012,1,2015,6.4,2013,7.4,2013,0,2016,1,2014,2,2014,3.7638306617736816,--,72.0,2014
1107,Iceland,352,ISL,2014,6,88.36807250976562,***,2013,***,2013,***,2013,***,2013,1,2013,3.4,2013,0.6,2013,3,2014,0,2014,7,2014,10.0,2013,16.0,2014
1108,Israel,376,ISR,2014,88,52.85329055786133,***,2014,***,2014,***,2014,***,2014,1,2013,5.7,2013,9.0,2013,2,2014,1,2014,6,2014,0.0,2013,30.0,2014
1109,Italy,380,ITA,2014,29,74.23859405517578,***,2014,***,2014,***,2014,***,2014,1,2013,2.0,2013,3.7,2013,1,2014,0,2014,7,2014,10.0,2013,31.0,2014
1110,Jamaica,388,JAM,2014,63,63.508182525634766,***,2014,***,2014,***,2014,***,2014,1,2013,1.5,2013,0.4,2013,0,2016,1,2014,5,2014,10.0,2013,17.0,2014
1111,Jordan,400,JOR,2014,124,41.33964920043945,***,2008,***,2014,***,2014,***,--,1,2013,6.2,2013,2.9,2013,1,2014,1,2014,3,2014,10.0,2013,66.0,2014
1112,Japan,392,JPN,2014,51,66.17656707763672,***,2014,***,2014,***,2014,***,2014,1,2013,1.1,2013,2.4,2013,1,2014,1,2014,7,2014,10.0,2013,25.0,2014
1113,Kazakhstan,398,KAZ,2014,122,41.60551452636719,***,2014,***,2014,***,2014,***,2014,1,2013,6.0,2013,1.0,2013,1,2014,1,2014,3,2014,3.0,2013,85.0,2014
1114,Kenya,404,KEN,2014,97,50.42750930786133,***,2014,***,2014,***,2014,***,2014,1,2013,3.7,2013,7.3,2013,0,2016,1,2014,4,2014,10.0,2013,57.0,2014
1115,Kyrgyzstan,417,KGZ,2014,96,50.61958312988281,***,2014,***,2014,***,2014,***,2014,1,2013,5.7,2013,1.9,2013,1,2014,0,--,3,2014,1.0,2013,67.0,2014
1116,Cambodia,116,KHM,2014,71,59.77461242675781,***,2014,***,2014,***,2014,***,2014,1,2013,2.2,2013,0.4,2013,1,2014,0,2014,3,2014,10.0,2013,69.0,2014
1117,South Korea,410,KOR,2014,72,59.12919616699219,***,2014,***,2014,***,2014,***,2014,1,2013,2.0,2013,0.3,2013,1,2014,1,2014,6,2014,0.0,2013,33.0,2014
1118,Kuwait,414,KWT,2014,111,45.551822662353516,***,2009,***,2014,***,2014,***,--,1,2013,5.4,2013,3.6,2013,0,2016,1,2014,3,2014,10.0,2013,59.0,2014
1119,Laos,418,LAO,2014,103,47.65989303588867,***,2011,***,2011,***,2011,***,2011,1,2013,6.1,2013,1.5,2013,1,2014,1,--,2,2014,4.419906139373779,--,84.0,2014
1120,Lebanon,422,LBN,2014,113,44.305198669433594,***,2014,***,2014,***,2014,***,2013,1,2013,4.0,2013,6.1,2013,0,2016,1,2014,4,2014,10.0,2013,55.0,2014
1121,Liberia,430,LBR,2014,105,46.858699798583984,***,2014,***,2014,***,2014,***,2014,1,2013,1.4,2013,1.0,2013,0,2016,1,2014,4,2014,6.800796985626221,--,60.0,2014
1122,Libya,434,LBY,2014,145,29.01378059387207,***,--,***,2012,***,2012,***,--,0,--,4.7,2013,6.9,2013,0,2016,1,2014,2,2014,10.0,2013,73.0,2014
1123,Sri Lanka,144,LKA,2014,125,41.19953918457031,***,2014,***,2014,***,2014,***,2014,1,2013,5.3,2013,8.3,2013,0,2016,1,2014,3,2014,10.0,2013,76.0,2014
1124,Lesotho,426,LSO,2014,79,56.30031967163086,***,2011,***,2011,***,2011,***,2011,1,2013,0.5,2013,0.0,2013,1,2014,1,2014,5,2014,10.0,2013,48.0,2014
1125,Lithuania,440,LTU,2014,45,67.54263305664062,***,2014,***,2014,***,2014,***,2014,1,2013,2.3,2013,0.8,2013,1,2014,0,2014,7,2014,10.0,2013,25.0,2014
1126,Luxembourg,442,LUX,2014,8,87.11456298828125,***,2014,***,2014,***,2014,***,2014,1,2015,1.5,2013,0.0,2013,1,2014,0,2014,7,2014,10.0,2013,12.0,2014
1127,Latvia,428,LVA,2014,44,67.67729187011719,***,2014,***,2014,***,2014,***,2014,1,2013,2.9,2013,1.2,2013,1,2014,0,2014,6,2014,10.0,2013,28.0,2014
1128,Morocco,504,MAR,2014,117,42.65834045410156,***,2011,***,2014,***,2014,***,2011,1,2013,6.3,2013,1.2,2013,0,2016,1,2014,4,2014,1.0,2013,66.0,2014
1129,Moldova,498,MDA,2014,84,54.58685302734375,***,2014,***,2014,***,2014,***,2014,1,2013,4.4,2013,3.8,2013,1,2014,0,2014,5,2014,3.0,2013,55.0,2014
1130,Madagascar,450,MDG,2014,99,48.59431838989258,***,2014,***,2014,***,2014,***,2014,1,2013,3.4,2013,0.4,2013,1,2014,1,2014,4,2014,1.0,2013,59.0,2014
1131,Mexico,484,MEX,2014,52,65.41773986816406,***,2014,***,2014,***,2014,***,2014,1,2013,3.4,2013,3.7,2013,2,2014,0,2014,5,2014,3.0,2013,63.0,2014
1132,Macedonia,807,MKD,2014,67,61.85586929321289,***,2014,***,2014,***,2014,***,2014,1,2013,2.5,2013,2.4,2013,1,2014,0,--,5,2014,10.0,2013,58.0,2014
1133,Mali,466,MLI,2014,83,54.65087890625,***,2014,***,2014,***,2014,***,2014,1,2013,1.8,2013,3.6,2013,1,2014,1,2014,4,2014,0.0,2013,37.0,2014
1134,Malta,470,MLT,2014,18,84.3252944946289,***,2014,***,2014,***,2014,***,2014,1,2015,1.1,2013,0.9,2013,2,2014,0,2014,7,2014,10.0,2013,23.0,2014
1135,Montenegro,499,MNE,2014,46,67.2750473022461,***,2014,***,2014,***,2014,***,2014,1,2013,1.9,2013,2.5,2013,1,2014,0,2014,6,2014,10.0,2013,39.0,2014
1136,Mongolia,496,MNG,2014,82,55.19896697998047,***,2014,***,2014,***,2014,***,2014,1,2013,2.8,2013,0.8,2013,1,2014,1,2014,6,2014,3.0,2013,37.0,2014
1137,Mozambique,508,MOZ,2014,54,65.25007629394531,***,2011,***,2011,***,2011,***,2011,1,2013,1.9,2013,1.7,2013,1,2014,0,2014,5,2014,0.0,2013,44.0,2014
1138,Mauritania,478,MRT,2014,141,33.81998062133789,***,2014,***,2014,***,2014,***,2014,0,2013,5.9,2013,1.3,2013,0,2016,1,2014,3,2014,5.0,2013,50.0,2014
1139,Mauritius,480,MUS,2014,30,74.23658752441406,***,2014,***,2014,***,2014,***,2014,1,2013,1.4,2013,1.0,2013,0,2016,0,2014,6,2014,10.0,2013,30.0,2014
1140,Malawi,454,MWI,2014,87,53.09590148925781,***,2014,***,2014,***,2014,***,2014,1,2013,0.8,2013,1.3,2013,0,2016,1,2014,4,2014,10.0,2013,49.0,2014
1141,Malaysia,458,MYS,2014,112,44.651451110839844,***,2013,***,2013,***,2014,***,2013,1,2013,7.9,2013,2.9,2013,0,2016,1,2014,4,2014,10.0,2013,65.0,2014
1142,Namibia,516,NAM,2014,33,71.53114318847656,***,2014,***,2014,***,2014,***,2014,1,2013,0.4,2013,0.0,2013,0,2016,0,2014,6,2014,10.0,2013,33.0,2014
1143,Niger,562,NER,2014,114,44.11341094970703,***,2014,***,2014,***,2014,***,2014,0,--,1.7,2013,4.0,2013,1,2014,1,2014,4,2014,0.0,2013,51.0,2014
1144,Nigeria,566,NGA,2014,126,40.466552734375,***,2013,***,2014,***,2014,***,2014,1,2013,4.1,2013,8.7,2013,0,2016,1,2014,3,2014,10.0,2013,53.0,2014
1145,Nicaragua,558,NIC,2014,35,70.60694885253906,***,2014,***,2014,***,2014,***,2014,1,2013,2.4,2013,0.0,2013,1,2014,0,2014,5,2014,10.0,2013,52.0,2014
1146,Netherlands,528,NLD,2014,4,90.03474426269531,***,2014,***,2014,***,2014,***,2014,1,2013,1.9,2013,2.1,2013,3,2014,0,2014,7,2014,10.0,2013,11.0,2014
1147,Norway,578,NOR,2014,10,86.9218978881836,***,2014,***,2014,***,2014,***,2014,1,2013,2.5,2013,2.4,2013,3,2014,0,2014,7,2014,1.0,2013,10.0,2014
1148,Nepal,524,NPL,2014,65,62.82946014404297,***,2014,***,2014,***,2014,***,2014,1,2013,3.9,2013,5.8,2013,1,2014,0,2014,4,2014,10.0,2013,55.0,2014
1149,New Zealand,554,NZL,2014,2,91.3301773071289,***,2014,***,2014,***,2014,***,2014,1,2013,0.8,2013,0.9,2013,3,2014,0,2014,7,2014,10.0,2013,19.0,2014
1150,Oman,512,OMN,2014,104,47.26930618286133,***,--,***,--,***,2011,***,--,1,2013,5.2,2013,0.1,2013,0,2016,1,2014,3,2014,10.0,2013,71.0,2014
1151,Pakistan,586,PAK,2014,136,36.063453674316406,***,2014,***,2014,***,2014,***,2014,1,2013,6.4,2013,8.8,2013,0,2016,1,2014,3,2014,10.0,2013,65.0,2014
1152,Panama,591,PAN,2014,27,74.81336975097656,***,2014,***,2014,***,2014,***,2014,1,2013,1.3,2013,0.0,2013,1,2014,0,2014,6,2014,10.0,2013,49.0,2014
1153,Peru,604,PER,2014,69,59.88947296142578,***,2014,***,2014,***,2014,***,2014,1,2013,2.9,2013,0.6,2013,1,2014,1,2014,5,2014,10.0,2013,47.0,2014
1154,Philippines,608,PHL,2014,57,64.4364013671875,***,2014,***,2014,***,2014,***,2014,0,2013,1.0,2013,3.2,2013,1,2014,0,2014,5,2014,10.0,2013,44.0,2014
1155,Poland,616,POL,2014,31,73.54349517822266,***,2014,***,2014,***,2014,***,2014,1,2013,2.2,2013,2.8,2013,1,2014,0,2014,7,2014,10.0,2013,26.0,2014
1156,Portugal,620,PRT,2014,5,88.57479095458984,***,2014,***,2014,***,2014,***,2014,1,2013,1.1,2013,0.0,2013,3,2014,0,2014,7,2014,10.0,2013,18.0,2014
1157,Paraguay,600,PRY,2014,56,64.98076629638672,***,2014,***,2014,***,2014,***,2014,1,2013,1.1,2013,1.6,2013,1,2014,0,2014,5,2014,1.0,2013,59.0,2014
1158,Qatar,634,QAT,2014,95,50.621585845947266,***,2012,***,2012,***,2012,***,--,1,2015,6.0,2013,0.6,2013,0,2016,1,2014,3,2014,10.0,2013,67.0,2014
1159,Romania,642,ROU,2014,58,64.39564514160156,***,2014,***,2014,***,2014,***,2014,1,2013,4.5,2013,5.3,2013,1,2014,0,2014,6,2014,10.0,2013,42.0,2014
1160,Russia,643,RUS,2014,143,31.379270553588867,***,2014,***,2014,***,2014,***,2014,1,2013,7.4,2013,8.1,2013,1,2014,1,2014,2,2014,3.0,2013,83.0,2014
1161,Rwanda,646,RWA,2014,80,55.751651763916016,***,--,***,2014,***,2014,***,2013,1,2013,4.8,2013,0.0,2013,1,2014,0,2014,2,2014,10.0,2013,79.0,2014
1162,Saudi Arabia,682,SAU,2014,134,36.63422393798828,***,2014,***,2014,***,2014,***,--,1,2013,7.8,2013,3.6,2013,0,2016,1,2014,1,2014,10.0,2013,83.0,2014
1163,Serbia,688,SCG,2014,49,66.47832489013672,***,2014,***,2014,***,2014,***,2014,1,2013,3.4,2013,2.3,2013,1,2014,0,--,6,2014,10.0,2013,40.0,2014
1164,Sudan,729,SDN,2014,148,24.516233444213867,***,2014,***,2014,***,2014,***,2011,1,2013,7.0,2013,6.5,2013,0,2016,1,2014,1,2014,9.790736198425293,--,81.0,2014
1165,Senegal,686,SEN,2014,55,65.22940063476562,***,2014,***,2014,***,2014,***,2014,1,2013,1.2,2013,1.7,2013,0,2016,0,2014,6,2014,0.0,2013,48.0,2014
